Index,Entry,Location,Category,Label
15926,P12109,Secreted,Secreted,6
15927,P12110,Secreted,Secreted,6
15928,P12111,Secreted,Secreted,6
15929,P20849,Secreted,Secreted,6
15930,Q86Y22,Cell membrane,Cell membrane,2
15931,P35606,Cytoplasm,Cytoplasm,4
15932,P61923,Cytoplasm,Cytoplasm,4
15933,Q96H96,Mitochondrion inner membrane,Mitochondrion,8
15934,Q96D53,Mitochondrion membrane,Mitochondrion,8
15936,Q8N0S6,Nucleus,Nucleus,5
15937,Q9C0F1,Cytoplasm,Cytoplasm,4
15938,Q76N32,Cytoplasm,Cytoplasm,4
15939,Q9P209,Cytoplasm,Cytoplasm,4
15940,Q5JTW2,Cytoplasm,Cytoplasm,4
15941,Q6P2H3,Cytoplasm,Cytoplasm,4
15942,Q9HA82,Nucleus membrane,Nucleus,5
15943,Q9UKY3,Secreted,Secreted,6
15944,Q12798,Cytoplasm,Cytoplasm,4
15949,Q9Y6A4,Nucleus,Nucleus,5
15950,Q96MT7,Cell projection,Cell projection,1
15951,P00751,Secreted,Secreted,6
15956,O95992,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
15957,Q9NZZ3,Cytoplasm,Cytoplasm,4
15959,Q9NRG0,Nucleus,Nucleus,5
15962,Q02388,Secreted,Secreted,6
15963,P07358,Secreted,Secreted,6
15964,Q9GZY4,Mitochondrion inner membrane,Mitochondrion,8
15968,Q5T2E6,Membrane,Membrane,9
15970,Q5T292,Membrane,Membrane,9
15971,Q9P2W6,Cytoplasm,Cytoplasm,4
15972,Q96F05,Cell membrane,Cell membrane,2
15975,Q6NUJ2,Membrane,Membrane,9
15979,Q8WWK9,Cytoplasm,Cytoplasm,4
15980,Q8IZR5,Membrane,Membrane,9
15986,Q6UXF7,Secreted,Secreted,6
15987,O75122,Cytoplasm,Cytoplasm,4
15989,P35523,Cell membrane,Cell membrane,2
15990,P51788,Cell membrane,Cell membrane,2
15993,P56856,Cell junction,Cell junction,3
15994,O15551,Cell junction,Cell junction,3
15995,O14493,Cell junction,Cell junction,3
15996,O00501,Cell junction,Cell junction,3
15997,O95471,Cell membrane,Cell membrane,2
15998,P53675,Cytoplasmic vesicle membrane,Cytoplasm,4
15999,O15247,Cytoplasm,Cytoplasm,4
16000,Q9NZA1,Cytoplasm,Cytoplasm,4
16001,Q96DZ5,Cell membrane,Cell membrane,2
16002,Q9HAZ1,Nucleus,Nucleus,5
16003,Q496F6,Cell membrane,Cell membrane,2
16004,Q96JQ2,Membrane,Membrane,9
16006,O76031,Mitochondrion,Mitochondrion,8
16007,Q9HAW4,Nucleus,Nucleus,5
16010,P56277,Mitochondrion,Mitochondrion,8
16011,Q9BYD5,Cytoplasm,Cytoplasm,4
16012,Q9P003,Membrane,Membrane,9
16013,Q6P9H4,Cytoplasm,Cytoplasm,4
16014,Q9UKZ1,Cytoplasm,Cytoplasm,4
16015,A5YKK6,Cytoplasm,Cytoplasm,4
16017,Q6PJW8,Cell membrane,Cell membrane,2
16018,O94779,Cell membrane,Cell membrane,2
16019,Q9UQ52,Cell membrane,Cell membrane,2
16022,Q9BZC1,Nucleus,Nucleus,5
16023,Q8N6W0,Nucleus,Nucleus,5
16024,Q9HCU4,Cell membrane,Cell membrane,2
16025,Q9NYQ7,Cell membrane,Cell membrane,2
16026,Q6PRD7,Cytoplasm,Cytoplasm,4
16027,P49454,Cytoplasm,Cytoplasm,4
16028,Q9BS16,Nucleus,Nucleus,5
16029,Q96H22,Nucleus,Nucleus,5
16030,Q9BU64,Nucleus,Nucleus,5
16032,Q96LK0,Cytoplasm,Cytoplasm,4
16033,P00450,Secreted,Secreted,6
16034,O15182,Cytoplasm,Cytoplasm,4
16035,Q9HD87,Membrane,Membrane,9
16039,Q5JU67,Cytoplasm,Cytoplasm,4
16043,Q8IYR0,Cytoplasm,Cytoplasm,4
16044,Q8NI28,Membrane,Membrane,9
16045,Q9UFW8,Nucleus,Nucleus,5
16046,P36222,Secreted,Secreted,6
16047,O15335,Secreted,Secreted,6
16048,Q96BP2,Mitochondrion,Mitochondrion,8
16049,Q9Y6H1,Nucleus,Nucleus,5
16050,Q86WJ1,Nucleus,Nucleus,5
16051,Q9P2D1,Nucleus,Nucleus,5
16052,Q9NS75,Cell membrane,Cell membrane,2
16053,Q15846,Secreted,Secreted,6
16056,P23946,Secreted,Secreted,6
16058,Q9BWS9,Secreted,Secreted,6
16059,P35790,Cytoplasm,Cytoplasm,4
16061,Q9HD42,Cytoplasm,Cytoplasm,4
16062,Q9UQN3,Cytoplasm,Cytoplasm,4
16063,Q9H444,Cytoplasm,Cytoplasm,4
16064,Q99653,Nucleus,Nucleus,5
16066,Q9H2X0,Secreted,Secreted,6
16067,Q9Y2V2,Cytoplasm,Cytoplasm,4
16076,Q5VTT2,Cell membrane,Cell membrane,2
16078,Q8TCG1,Membrane,Membrane,9
16079,Q15642,Cytoplasm,Cytoplasm,4
16080,Q9C0C6,Nucleus,Nucleus,5
16081,Q9NZ45,Mitochondrion outer membrane,Mitochondrion,8
16082,Q99966,Nucleus,Nucleus,5
16083,P58418,Cell membrane,Cell membrane,2
16084,Q9Y271,Cell membrane,Cell membrane,2
16085,P10909,Secreted,Secreted,6
16086,O75153,Cytoplasm,Cytoplasm,4
16088,Q96DG6,Cytoplasm,Cytoplasm,4
16089,P10645,Secreted,Secreted,6
16090,Q9Y6Y1,Nucleus,Nucleus,5
16091,Q86XI2,Nucleus,Nucleus,5
16092,Q96KN2,Secreted,Secreted,6
16094,Q8IYJ2,Mitochondrion,Mitochondrion,8
16096,Q8TEF2,Membrane,Membrane,9
16100,Q7Z7J9,Cell junction,Cell junction,3
16101,Q8TAZ6,Membrane,Membrane,9
16102,Q96DZ9,Membrane,Membrane,9
16103,Q96FZ5,Membrane,Membrane,9
16104,Q9UBR5,Secreted,Secreted,6
16105,Q8IYA6,Cytoplasm,Cytoplasm,4
16107,Q9H741,Secreted,Secreted,6
16111,Q5QGZ9,Cell membrane,Cell membrane,2
16114,Q8TDQ1,Cell membrane,Cell membrane,2
16115,Q16740,Mitochondrion matrix,Mitochondrion,8
16116,Q8NCR9,Membrane,Membrane,9
16117,Q96AJ1,Cell projection,Cell projection,1
16118,Q8N0X4,Mitochondrion,Mitochondrion,8
16119,Q9Y471,Cytoplasm,Cytoplasm,4
16120,Q8IYT2,Nucleus,Nucleus,5
16121,Q8N3K9,Cytoplasm,Cytoplasm,4
16123,Q9NPU4,Membrane,Membrane,9
16125,P09543,Membrane,Membrane,9
16126,Q15003,Nucleus,Nucleus,5
16127,Q6IBW4,Nucleus,Nucleus,5
16128,Q96KP4,Cytoplasm,Cytoplasm,4
16129,Q16280,Membrane,Membrane,9
16130,Q16281,Membrane,Membrane,9
16133,Q9H8M5,Cell membrane,Cell membrane,2
16134,Q9H9A5,Cytoplasm,Cytoplasm,4
16135,Q96LI5,Cytoplasm,Cytoplasm,4
16136,Q92600,Nucleus,Nucleus,5
16141,A8K5M9,Mitochondrion,Mitochondrion,8
16142,P27658,Secreted,Secreted,6
16143,P07357,Secreted,Secreted,6
16144,P07360,Secreted,Secreted,6
16145,Q14050,Secreted,Secreted,6
16146,P02748,Secreted,Secreted,6
16147,P12081,Cytoplasm,Cytoplasm,4
16148,Q15046,Cytoplasm,Cytoplasm,4
16149,Q92797,Cytoplasm,Cytoplasm,4
16150,O14994,Cytoplasmic vesicle,Cytoplasm,4
16151,Q6ZMZ3,Nucleus outer membrane,Nucleus,5
16152,O15061,Cytoplasm,Cytoplasm,4
16153,O43426,Cytoplasm,Cytoplasm,4
16154,P47897,Cytoplasm,Cytoplasm,4
16155,Q9BQS2,Cell membrane,Cell membrane,2
16157,Q8NBV8,Cell membrane,Cell membrane,2
16158,Q86SS6,Cytoplasmic vesicle,Cytoplasm,4
16159,O76070,Cytoplasm,Cytoplasm,4
16160,P23381,Cytoplasm,Cytoplasm,4
16163,Q9H061,Mitochondrion inner membrane,Mitochondrion,8
16164,Q14C87,Membrane,Membrane,9
16165,Q86VY9,Membrane,Membrane,9
16166,Q99576,Cytoplasm,Cytoplasm,4
16167,P59538,Membrane,Membrane,9
16169,Q6SJ96,Cytoplasm,Cytoplasm,4
16170,P20226,Nucleus,Nucleus,5
16171,Q16650,Nucleus,Nucleus,5
16172,Q96SF7,Nucleus,Nucleus,5
16173,O60806,Nucleus,Nucleus,5
16174,Q13207,Nucleus,Nucleus,5
16175,O15119,Nucleus,Nucleus,5
16177,Q9UHQ7,Nucleus,Nucleus,5
16178,Q8IUC6,Cytoplasmic vesicle,Cytoplasm,4
16179,Q12870,Nucleus,Nucleus,5
16180,Q9Y242,Nucleus,Nucleus,5
16181,Q9UGU0,Nucleus,Nucleus,5
16182,O43680,Nucleus,Nucleus,5
16183,Q9BQ70,Nucleus,Nucleus,5
16184,P36402,Nucleus,Nucleus,5
16185,Q8WWU5,Membrane,Membrane,9
16186,P53999,Nucleus,Nucleus,5
16187,Q96SF2,Cytoplasm,Cytoplasm,4
16188,P57738,Membrane,Membrane,9
16191,Q8NA77,Cytoplasm,Cytoplasm,4
16193,Q9UNN4,Nucleus,Nucleus,5
16194,Q92759,Nucleus,Nucleus,5
16195,Q01664,Nucleus,Nucleus,5
16196,Q9H5Q4,Mitochondrion,Mitochondrion,8
16197,P10646,Secreted,Secreted,6
16198,P0C1Z6,Nucleus,Nucleus,5
16199,P02786,Secreted,Secreted,6
16200,Q5SRD1,Mitochondrion inner membrane,Mitochondrion,8
16201,Q01085,Cytoplasm,Cytoplasm,4
16202,Q86X45,Cytoplasm,Cytoplasm,4
16203,Q96CP7,Cell membrane,Cell membrane,2
16206,Q8N8V8,Membrane,Membrane,9
16207,Q6UX40,Membrane,Membrane,9
16208,Q7L0Y3,Mitochondrion matrix,Mitochondrion,8
16209,Q6ZMR5,Membrane,Membrane,9
16210,Q5BJH2,Membrane,Membrane,9
16211,A0AVI4,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16212,Q92545,Membrane,Membrane,9
16214,Q96I45,Membrane,Membrane,9
16215,Q8NBT3,Membrane,Membrane,9
16217,O75069,Membrane,Membrane,9
16218,Q9UM00,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16219,Q5TGY1,Membrane,Membrane,9
16220,Q9Y3A6,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16222,O14668,Membrane,Membrane,9
16223,Q9BZD6,Membrane,Membrane,9
16224,P17152,Mitochondrion inner membrane,Mitochondrion,8
16225,Q96HH6,Membrane,Membrane,9
16226,Q6ZUK4,Membrane,Membrane,9
16227,P57088,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16228,Q8NDY8,Membrane,Membrane,9
16229,Q969K7,Membrane,Membrane,9
16230,Q6PI78,Cell membrane,Cell membrane,2
16231,Q5SWH9,Membrane,Membrane,9
16232,A0PK05,Membrane,Membrane,9
16234,Q6P7N7,Membrane,Membrane,9
16235,A0PJX8,Membrane,Membrane,9
16236,Q6PEY1,Cell membrane,Cell membrane,2
16237,A2RUT3,Membrane,Membrane,9
16238,Q6ZNR0,Membrane,Membrane,9
16239,Q9Y2Y6,Membrane,Membrane,9
16240,Q9BYE2,Membrane,Membrane,9
16241,Q5T4D3,Membrane,Membrane,9
16242,Q8NFZ5,Cytoplasm,Cytoplasm,4
16243,Q9H2S6,Membrane,Membrane,9
16246,Q9NP84,Membrane,Membrane,9
16247,P43489,Membrane,Membrane,9
16248,Q9UPQ9,Cytoplasm,Cytoplasm,4
16249,P50616,Cytoplasm,Cytoplasm,4
16250,O60784,Cytoplasm,Cytoplasm,4
16251,Q15388,Mitochondrion outer membrane,Mitochondrion,8
16252,O96008,Mitochondrion outer membrane,Mitochondrion,8
16253,Q8WZ04,Membrane,Membrane,9
16256,O94900,Nucleus,Nucleus,5
16257,O75365,Cell membrane,Cell membrane,2
16258,Q8N7U7,Nucleus,Nucleus,5
16259,O15533,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16260,Q9ULW0,Nucleus,Nucleus,5
16261,Q9UBN6,Membrane,Membrane,9
16262,Q9BUZ4,Cytoplasm,Cytoplasm,4
16263,Q9UPV9,Cytoplasm,Cytoplasm,4
16264,P01850,Membrane,Membrane,9
16266,P03986,Membrane,Membrane,9
16267,Q9UDY6,Cytoplasm,Cytoplasm,4
16268,O60858,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16269,Q12899,Cytoplasm,Cytoplasm,4
16270,Q9BZY9,Cytoplasm,Cytoplasm,4
16271,Q13049,Cytoplasm,Cytoplasm,4
16275,Q9C040,Cytoplasm,Cytoplasm,4
16278,O75486,Nucleus,Nucleus,5
16279,Q7L0J3,Cell junction,Cell junction,3
16280,Q8N300,Secreted,Secreted,6
16281,Q4LDE5,Secreted,Secreted,6
16285,A1L190,Nucleus,Nucleus,5
16286,P49590,Mitochondrion matrix,Mitochondrion,8
16287,Q8WXH0,Cell junction,Cell junction,3
16288,Q9H7V2,Cell membrane,Cell membrane,2
16289,Q8N9I0,Cytoplasmic vesicle,Cytoplasm,4
16290,Q9BQG1,Cell membrane,Cell membrane,2
16291,Q9H2B2,Cytoplasmic vesicle,Cytoplasm,4
16292,O00445,Cytoplasmic vesicle,Cytoplasm,4
16293,Q5T7P8,Membrane,Membrane,9
16294,Q6PIZ9,Cell membrane,Cell membrane,2
16295,A0A5B9,Membrane,Membrane,9
16296,Q15633,Cytoplasm,Cytoplasm,4
16297,Q9BQ50,Nucleus,Nucleus,5
16298,P08582,Cell membrane,Cell membrane,2
16300,O95361,Cytoplasm,Cytoplasm,4
16301,Q9BYJ4,Cytoplasm,Cytoplasm,4
16302,O94972,Cytoplasm,Cytoplasm,4
16304,Q96LD4,Cytoplasm,Cytoplasm,4
16305,Q86XT4,Cytoplasm,Cytoplasm,4
16307,Q9BRZ2,Cytoplasm,Cytoplasm,4
16308,O15016,Nucleus,Nucleus,5
16310,Q7L0X0,Membrane,Membrane,9
16311,Q9UJV3,Cytoplasm,Cytoplasm,4
16312,Q9C037,Cytoplasm,Cytoplasm,4
16313,Q9C035,Cytoplasm,Cytoplasm,4
16315,Q9UJA5,Nucleus,Nucleus,5
16316,Q5T2D2,Cell membrane,Cell membrane,2
16317,P48995,Membrane,Membrane,9
16318,Q9UBN4,Membrane,Membrane,9
16319,Q9UL62,Cell membrane,Cell membrane,2
16320,O94759,Cell membrane,Cell membrane,2
16321,Q9NZQ8,Cell membrane,Cell membrane,2
16323,Q9Y606,Mitochondrion,Mitochondrion,8
16328,P01222,Secreted,Secreted,6
16336,P53804,Nucleus,Nucleus,5
16337,Q8N0Z6,Nucleus,Nucleus,5
16339,Q8N841,Cell projection,Cell projection,1
16340,Q3SXZ7,Cytoplasm,Cytoplasm,4
16342,Q5BVD1,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16345,Q9NUQ3,Nucleus membrane,Nucleus,5
16346,O14530,Cytoplasm,Cytoplasm,4
16347,Q9H3M7,Cytoplasm,Cytoplasm,4
16348,P63313,Cytoplasm,Cytoplasm,4
16349,P10074,Nucleus,Nucleus,5
16350,Q13432,Cytoplasm,Cytoplasm,4
16351,Q7RTZ2,Nucleus,Nucleus,5
16352,A6NCW0,Nucleus,Nucleus,5
16353,C9JJH3,Nucleus,Nucleus,5
16354,Q5DID0,Cytoplasm,Cytoplasm,4
16355,O60763,Cytoplasm,Cytoplasm,4
16356,O00507,Cytoplasm,Cytoplasm,4
16357,Q9Y5J1,Nucleus,Nucleus,5
16358,O75691,Nucleus,Nucleus,5
16359,P47901,Cell membrane,Cell membrane,2
16360,Q8NHE4,Membrane,Membrane,9
16361,P23763,Cytoplasmic vesicle,Cytoplasm,4
16362,Q9P0L0,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16368,P49765,Secreted,Secreted,6
16369,P09327,Cytoplasm,Cytoplasm,4
16370,P08670,Cytoplasm,Cytoplasm,4
16371,P18206,Cell membrane,Cell membrane,2
16372,O60504,Cell junction,Cell junction,3
16373,P38435,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16374,Q9BQB6,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16377,P61086,Cytoplasm,Cytoplasm,4
16378,Q9C0C9,Cytoplasm,Cytoplasm,4
16379,Q9NPD8,Nucleus,Nucleus,5
16380,Q15386,Nucleus,Nucleus,5
16381,P0CB47,Cytoplasm,Cytoplasm,4
16382,O95164,Cell membrane,Cell membrane,2
16383,P51784,Nucleus,Nucleus,5
16384,Q9UMW8,Cytoplasm,Cytoplasm,4
16385,O94782,Nucleus,Nucleus,5
16388,Q9P275,Nucleus,Nucleus,5
16389,Q9NWZ5,Cytoplasm,Cytoplasm,4
16390,P55851,Mitochondrion inner membrane,Mitochondrion,8
16391,P55916,Mitochondrion inner membrane,Mitochondrion,8
16393,Q9Y4X1,Membrane,Membrane,9
16396,P30530,Cell membrane,Cell membrane,2
16397,Q9BZM4,Cell membrane,Cell membrane,2
16398,Q8IYT8,Cytoplasmic vesicle membrane,Cytoplasm,4
16401,Q9UPW8,Cytoplasm,Cytoplasm,4
16402,Q8NB66,Cytoplasm,Cytoplasm,4
16403,Q9BT76,Cell membrane,Cell membrane,2
16405,Q14146,Nucleus,Nucleus,5
16407,P51965,Nucleus,Nucleus,5
16408,Q8N2K1,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16409,P49427,Cytoplasm,Cytoplasm,4
16410,Q13404,Nucleus,Nucleus,5
16412,Q9GZZ9,Cytoplasm,Cytoplasm,4
16415,P63279,Nucleus,Nucleus,5
16416,O15205,Nucleus,Nucleus,5
16419,Q7Z6J8,Cytoplasm,Cytoplasm,4
16420,O95155,Cytoplasm,Cytoplasm,4
16421,Q9UHD9,Cytoplasm,Cytoplasm,4
16422,Q9BZV1,Cytoplasm,Cytoplasm,4
16423,O94888,Nucleus,Nucleus,5
16424,Q9Y5K5,Cytoplasm,Cytoplasm,4
16426,Q8WVF2,Secreted,Secreted,6
16429,Q16851,Cytoplasm,Cytoplasm,4
16430,Q9H3U1,Cytoplasm,Cytoplasm,4
16431,Q03405,Cell membrane,Cell membrane,2
16432,O00322,Membrane,Membrane,9
16433,O75841,Membrane,Membrane,9
16435,Q969X6,Nucleus,Nucleus,5
16437,P22314,Nucleus,Nucleus,5
16438,Q9BSL1,Cytoplasm,Cytoplasm,4
16439,Q9H832,Cytoplasm,Cytoplasm,4
16441,Q9UPT9,Nucleus,Nucleus,5
16444,Q70CQ1,Nucleus,Nucleus,5
16445,P40818,Cytoplasm,Cytoplasm,4
16446,Q8IWV7,Cytoplasm,Cytoplasm,4
16447,Q5T4S7,Membrane,Membrane,9
16448,O95071,Nucleus,Nucleus,5
16449,Q8TF42,Cytoplasm,Cytoplasm,4
16450,O00124,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16451,P15374,Cytoplasm,Cytoplasm,4
16453,Q6UWM9,Membrane,Membrane,9
16455,Q3SY77,Membrane,Membrane,9
16458,Q8IWX7,Cytoplasm,Cytoplasm,4
16459,Q8IV45,Membrane,Membrane,9
16460,Q6ZN44,Cell membrane,Cell membrane,2
16461,Q9P2D8,Membrane,Membrane,9
16463,Q68DE3,Nucleus,Nucleus,5
16464,Q9Y6N9,Cytoplasm,Cytoplasm,4
16465,Q5W0Q7,Nucleus,Nucleus,5
16467,Q5TAP6,Nucleus,Nucleus,5
16469,Q13564,Cell membrane,Cell membrane,2
16472,Q86WB7,Cell membrane,Cell membrane,2
16473,Q9H1C4,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16474,Q8IZJ1,Cell membrane,Cell membrane,2
16475,Q6UXZ4,Cell membrane,Cell membrane,2
16476,Q8N2C7,Membrane,Membrane,9
16477,Q9UKP6,Cell membrane,Cell membrane,2
16479,Q15853,Nucleus,Nucleus,5
16481,Q9BZF9,Nucleus,Nucleus,5
16482,Q16222,Cytoplasm,Cytoplasm,4
16483,Q9Y385,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16487,P55089,Secreted,Secreted,6
16488,P25874,Mitochondrion inner membrane,Mitochondrion,8
16489,O95847,Mitochondrion inner membrane,Mitochondrion,8
16492,Q6NUS8,Membrane,Membrane,9
16493,Q9H9P5,Cytoplasm,Cytoplasm,4
16494,Q8TCY9,Cytoplasm,Cytoplasm,4
16495,Q9BQ65,Nucleus,Nucleus,5
16496,P22415,Nucleus,Nucleus,5
16497,P11684,Secreted,Secreted,6
16498,Q5T230,Nucleus,Nucleus,5
16499,P46939,Cell junction,Cell junction,3
16501,Q16572,Membrane,Membrane,9
16504,Q9NRS4,Membrane,Membrane,9
16505,Q8IU80,Cell membrane,Cell membrane,2
16506,Q6ZXV5,Membrane,Membrane,9
16507,O43508,Secreted,Secreted,6
16508,O95150,Secreted,Secreted,6
16512,O60296,Cytoplasm,Cytoplasm,4
16513,Q15629,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16514,Q12931,Mitochondrion,Mitochondrion,8
16515,P02787,Secreted,Secreted,6
16516,P20396,Secreted,Secreted,6
16518,O15344,Cytoplasm,Cytoplasm,4
16519,Q8IYM9,Cytoplasm,Cytoplasm,4
16520,P14373,Nucleus,Nucleus,5
16522,Q8WV44,Cytoplasm,Cytoplasm,4
16524,Q9BYV6,Cytoplasm,Cytoplasm,4
16528,Q15650,Nucleus,Nucleus,5
16529,Q96FX7,Nucleus,Nucleus,5
16531,Q12815,Cytoplasm,Cytoplasm,4
16532,Q8NER1,Cell junction,Cell junction,3
16533,Q9Y5S1,Cell membrane,Cell membrane,2
16534,Q8NET8,Membrane,Membrane,9
16535,Q9HBA0,Cell membrane,Cell membrane,2
16536,P35030,Secreted,Secreted,6
16537,Q8NHM4,Secreted,Secreted,6
16538,Q9BZJ3,Secreted,Secreted,6
16539,Q99816,Cytoplasm,Cytoplasm,4
16540,Q6ZSZ6,Nucleus,Nucleus,5
16542,Q96AE7,Cytoplasm,Cytoplasm,4
16543,Q6DKK2,Mitochondrion inner membrane,Mitochondrion,8
16546,Q9NYZ1,Membrane,Membrane,9
16547,A0A0B4J264,Cell membrane,Cell membrane,2
16548,A0A075B6X5,Cell membrane,Cell membrane,2
16549,A0A087WT01,Cell membrane,Cell membrane,2
16550,A0A087WSZ9,Cell membrane,Cell membrane,2
16551,A0A0B4J249,Cell membrane,Cell membrane,2
16552,A0A0A6YYJ7,Cell membrane,Cell membrane,2
16553,A0A075B6T8,Cell membrane,Cell membrane,2
16554,A0A087WT03,Cell membrane,Cell membrane,2
16555,A0A576,Cell membrane,Cell membrane,2
16556,A0A589,Cell membrane,Cell membrane,2
16557,A0A599,Cell membrane,Cell membrane,2
16558,A0A1B0GX49,Cell membrane,Cell membrane,2
16559,A0A584,Cell membrane,Cell membrane,2
16560,Q12792,Cytoplasm,Cytoplasm,4
16561,Q6IBS0,Cytoplasm,Cytoplasm,4
16562,Q9P2K2,Secreted,Secreted,6
16563,P83876,Nucleus,Nucleus,5
16564,Q8N427,Cytoplasm,Cytoplasm,4
16566,Q8WUJ0,Nucleus,Nucleus,5
16567,Q9Y285,Cytoplasm,Cytoplasm,4
16568,A6NDD5,Membrane,Membrane,9
16569,Q92777,Cell junction,Cell junction,3
16570,Q8N205,Nucleus outer membrane,Nucleus,5
16571,O15056,Cytoplasm,Cytoplasm,4
16572,Q8TBG9,Cytoplasmic vesicle,Cytoplasm,4
16573,Q9H987,Cytoplasm,Cytoplasm,4
16574,Q8IV01,Cytoplasmic vesicle,Cytoplasm,4
16575,Q7L8C5,Membrane,Membrane,9
16576,Q8NB59,Membrane,Membrane,9
16577,P21579,Cytoplasmic vesicle,Cytoplasm,4
16578,O43581,Cell membrane,Cell membrane,2
16579,Q9BW92,Mitochondrion matrix,Mitochondrion,8
16580,Q9UGM6,Mitochondrion matrix,Mitochondrion,8
16581,Q9Y2Z4,Mitochondrion matrix,Mitochondrion,8
16583,Q6IEE7,Membrane,Membrane,9
16584,A6NC51,Cell membrane,Cell membrane,2
16585,Q9NX61,Membrane,Membrane,9
16586,Q8WVE7,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16587,Q96HP8,Membrane,Membrane,9
16588,Q3YBM2,Nucleus membrane,Nucleus,5
16589,Q6ZVK1,Membrane,Membrane,9
16590,Q8IXX5,Membrane,Membrane,9
16591,Q6ZMB5,Cell membrane,Cell membrane,2
16592,Q9H7F4,Membrane,Membrane,9
16593,A6NGB0,Membrane,Membrane,9
16594,O75888,Secreted,Secreted,6
16595,Q9C0B7,Membrane,Membrane,9
16596,Q13470,Cytoplasm,Cytoplasm,4
16597,O95271,Cytoplasm,Cytoplasm,4
16600,Q68CL5,Cytoplasm,Cytoplasm,4
16602,P07951,Cytoplasm,Cytoplasm,4
16604,O94811,Cytoplasm,Cytoplasm,4
16605,Q6ZUI0,Cytoplasm,Cytoplasm,4
16606,P56180,Membrane,Membrane,9
16607,Q6Q0C0,Cytoplasmic vesicle,Cytoplasm,4
16608,Q9BWF2,Cytoplasm,Cytoplasm,4
16609,O75382,Cytoplasm,Cytoplasm,4
16610,Q9C030,Cytoplasm,Cytoplasm,4
16613,Q8IYL2,Cytoplasm,Cytoplasm,4
16614,Q9UBP6,Nucleus,Nucleus,5
16615,Q6UXN2,Secreted,Secreted,6
16616,Q96QT4,Membrane,Membrane,9
16617,Q9NNW7,Mitochondrion,Mitochondrion,8
16618,P07477,Secreted,Secreted,6
16619,Q9BRJ7,Nucleus,Nucleus,5
16620,Q07352,Nucleus,Nucleus,5
16621,P20366,Secreted,Secreted,6
16622,Q9UHF0,Secreted,Secreted,6
16623,P51854,Cytoplasm,Cytoplasm,4
16625,Q04725,Nucleus,Nucleus,5
16626,Q04726,Nucleus,Nucleus,5
16627,Q9NYK1,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16628,Q9NR96,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16629,Q8N9M5,Cell membrane,Cell membrane,2
16630,Q8NE00,Membrane,Membrane,9
16631,Q8NCL8,Membrane,Membrane,9
16632,Q9UL52,Secreted,Secreted,6
16633,Q9BTD3,Membrane,Membrane,9
16635,Q8IV31,Membrane,Membrane,9
16636,Q9Y6G1,Mitochondrion membrane,Mitochondrion,8
16637,Q9P0S9,Mitochondrion membrane,Mitochondrion,8
16638,Q53S58,Mitochondrion inner membrane,Mitochondrion,8
16639,Q6ZP80,Membrane,Membrane,9
16640,Q96B77,Membrane,Membrane,9
16641,A5PLL7,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16642,Q5HYL7,Membrane,Membrane,9
16643,Q66K66,Membrane,Membrane,9
16644,Q8N511,Cytoplasmic vesicle,Cytoplasm,4
16645,Q6UWW9,Membrane,Membrane,9
16646,Q9BTX3,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16647,A6NLX4,Membrane,Membrane,9
16648,Q68D42,Membrane,Membrane,9
16649,A2RU14,Membrane,Membrane,9
16650,P61165,Membrane,Membrane,9
16651,P56557,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16652,Q9BZW4,Endoplasmic reticulum membrane,Endoplasmic reticulum membrane,0
16653,A6NKF7,Membrane,Membrane,9
16655,A8MYB1,Membrane,Membrane,9
16656,Q6UXY8,Membrane,Membrane,9
16657,Q9UHN6,Cell membrane,Cell membrane,2
16658,O14669,Membrane,Membrane,9
16659,Q8NEW7,Membrane,Membrane,9
16660,Q96BF3,Cell membrane,Cell membrane,2
16661,Q96HE8,Membrane,Membrane,9
16662,Q96N35,Membrane,Membrane,9
16663,A6NDV4,Cell membrane,Cell membrane,2
16664,Q3KNT9,Membrane,Membrane,9
16665,Q06643,Membrane,Membrane,9
16666,Q9H2K2,Cytoplasm,Cytoplasm,4
